"N°DPE","Date_réception_DPE","Date_établissement_DPE","Date_visite_diagnostiqueur","Modèle_DPE","N°_DPE_remplacé","Date_fin_validité_DPE","Version_DPE","N°_DPE_immeuble_associé","Méthode_du_DPE","N°_immatriculation_copropriété","Invariant_fiscal_logement","Etiquette_DPE","Etiquette_GES","Conso_kWhep/m²/an","Emission_GES_kgCO2/m²/an","Année_construction","Catégorie_ERP","Période_construction","Secteur_activité","Nombre_occupant","Surface_(SHON)","Surface_utile","Type_énergie_principale_chauffage","Adresse_brute","Nom__commune_(BAN)","Code_INSEE_(BAN)","N°_voie_(BAN)","Identifiant__BAN","Adresse_(BAN)","Code_postal_(BAN)","Score_BAN","Nom__rue_(BAN)","Coordonnée_cartographique_X_(BAN)","Coordonnée_cartographique_Y_(BAN)","Code_postal_(brut)","N°_étage_appartement","Nom_résidence","Complément_d'adresse_bâtiment","Cage_d'escalier","Complément_d'adresse_logement","Statut_géocodage","Nom__commune_(Brut)","N°_département_(BAN)","N°_région_(BAN)","Conso_é_finale_énergie_n°1","Conso_é_primaire_énergie_n°1","Type_énergie_n°1","Type_usage_énergie_n°1","Frais_annuel_énergie_n°1","Année_relève_conso_énergie_n°1","Conso_é_finale_énergie_n°2","Conso_é_primaire_énergie_n°2","Type_énergie_n°2","Type_usage_énergie_n°2","Frais_annuel_énergie_n°2","Année_relève_conso_énergie_n°2","Conso_é_finale_énergie_n°3","Conso_é_primaire_énergie_n°3","Type_énergie_n°3","Type_usage_énergie_n°3","Frais_annuel_énergie_n°3","Année_relève_conso_énergie_n°3"
"2307T0692669B","2023-03-02","2023-02-27","2023-02-27","DPE 2006 tertiaire et ERP",,"2033-02-26",2.2,,"dpe tertiaire vierge",,,,,,,1973,,"1948-1974","autres tertiaires non ERP",4,100,110,,"SARRABASCHE","Beaumont","07029",,"07029_my8xs1","Route de Sarrabasche 07110 Beaumont","07110",0.67,"Route de Sarrabasche",794246.92,6384927.49,7110,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","BEAUMONT","07","84",,,,,,,,,,,,,,,,,,
"2213T0964224R","2022-05-04","2022-05-04","2022-04-28","DPE 2006 tertiaire et ERP",,"2032-05-03",2.1,,"dpe tertiaire facture",,,"A","A",20.6,0.6,,"5ème Catégorie","avant 1948","locaux d'entreprise (bureaux)",0,228.3,100,,"3 RUE ELIE PELAS","Marseille","13216",,"13216_3086","Rue Elie Pelas 13016 Marseille","13016",0.51,,889372.72,6253998.48,13016,0,,,,"Ce bien ne fait pas partie d'une copropriété","adresse géocodée ban à l'adresse","MARSEILLE 16, France","13","93",2244,5161.2,"Électricité","Ascenseur(s)",651,2022,,,,,,,,,,,,
"2269T1007758F","2022-05-10","2022-05-10","2022-05-09","DPE 2006 tertiaire et ERP",,"2032-05-09",2.1,,"dpe tertiaire facture",,,"A","A",24.7,0.7,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",16,43.2,100,,"75, place Charles de Gaulle","Chabanière","69228","75","69228_tglfky_00075","75 Place du Général de Gaulle 69440 Chabanière","69440",0.48,"Place du Général de Gaulle",827227.84,6499423.65,69440,0,,,,"RDC","adresse géocodée ban à l'adresse","CHABANIERE","69","84",510,1173,"Électricité","périmètre de l'usage inconnu",49,2021,,,,,,,,,,,,
"2206T3191080S","2022-12-30","2022-12-07","2022-12-21","DPE 2006 tertiaire et ERP",,"2032-12-06",2.2,,"dpe tertiaire facture",,,"B","A",65,2,2006,,"2006-2012","autres tertiaires non ERP",4,290,323.2,,"317 ROUTE de la Baronne","Saint-Jeannet","06122","317","06122_a0uyrs_00317","317 Route de la Baronne 06640 Saint-Jeannet","06640",0.96,"Route de la Baronne",1036378.99,6302874.91,6640,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","SAINT JEANNET","06","93",9067,20853,"Électricité","Eau Chaude sanitaire",1258,2022,9067,20853,"Électricité","Eau Chaude sanitaire",1258,2021,9067,20853,"Électricité","Eau Chaude sanitaire",1258,2020
"2168T0637521G","2021-11-05","2021-11-05","2021-07-01","DPE 2006 tertiaire et ERP",,"2031-11-04",1.1,,"dpe tertiaire facture",,,"B","B",57.4,5.8,1948,"5ème Catégorie","1948-1974","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,4301,100,,"Place St Joseph","Colmar","68066",,"68066_3720","Place Saint Joseph 68000 Colmar","68000",0.64,,1023536.35,6784617.17,68000,0,,,,"Bat. N/A; Etage null; Porte NC","adresse géocodée ban à l'adresse","COLMAR","68","44",75000,172500,"Électricité","périmètre de l'usage inconnu",12272,,99099.1,99099.1,"Gaz naturel","périmètre de l'usage inconnu",6931,,,,,,,
"2375T1029689Z","2023-03-28","2023-03-28","2023-03-28","DPE 2006 tertiaire et ERP","2375T1029659V","2033-03-27",2.2,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,87,100,,"113 Avenue de Clichy","Paris","75117","113","75117_2112_00113","113 Avenue de Clichy 75017 Paris","75017",0.81,"Avenue de Clichy",650246.9,6865733.99,75017,0,,"ACO0323207",,,"adresse géocodée ban à l'adresse","PARIS","75","11",,,,,,,,,,,,,,,,,,
"2275T2838997S","2022-11-28","2022-11-28","2022-11-23","DPE 2006 tertiaire et ERP",,"2032-11-27",2.2,,"dpe tertiaire facture dans un bâtiment de logement",,,"F","C",408.5,11.4,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,54.5,100,,"11bis rue DROUOT","Paris","75109","11b","75109_2933_00011_b","11b Rue Drouot 75009 Paris","75009",0.67,"Rue Drouot",651626.54,6863918.51,75009,0,,"22IMO10581",,"RDC","adresse géocodée ban à l'adresse","PARIS - 9EME","75","11",10643,24478.9,"Électricité","périmètre de l'usage inconnu",1841,2022,,,,,,,,,,,,
"2162T0993444J","2021-12-27","2021-12-27","2021-12-21","DPE 2006 tertiaire et ERP",,"2031-12-26",2,,"dpe tertiaire facture",,,"D","B",233.2,6.5,1949,"5ème Catégorie","1948-1974","W : Administrations, banques, bureaux",0,290,100,,"28 Rue René Lanoy / commerce rdc","Lens","62498","28","62498_2940_00028","28 Rue René Lanoy 62300 Lens","62300",0.7,"Rue René Lanoy",688147.9,7037032.05,62300,0,,,,"Etage :","adresse géocodée ban à l'adresse","LENS","62","32",32349.3,74403.5,"Électricité","périmètre de l'usage inconnu",5348.7,2020,,,,,,,,,,,,
"2328T0508469G","2023-02-16","2023-02-16","2023-02-16","DPE 2006 tertiaire et ERP",,"2033-02-15",2.2,,"dpe tertiaire facture",,,"D","B",256.6,7.1,2019,"5ème Catégorie","2013-2021","locaux d'entreprise (bureaux)",1020,387,100,,"10 Avenue Gustave Eiffel","Chartres","28085","10","28085_1762_00010","10 Avenue Gustave Eiffel 28000 Chartres","28000",0.58,"Avenue Gustave Eiffel",591853.36,6817104.46,28000,0,,"2023-02-032",,"Etage : 1er","adresse géocodée ban à l'adresse","CHARTRES","28","24",47488.3,109223.2,"Électricité","périmètre de l'usage inconnu",6046.1,2021,,,,,,,,,,,,
"2257T0450931I","2022-03-07","2022-03-07","2022-03-07","DPE 2006 tertiaire et ERP",,"2032-03-06",2.1,,"dpe tertiaire facture",,,"C","A",141.7,3.9,2006,"5ème Catégorie","2006-2012","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,180.1,100,,"4 Bis rue Saint Louis","Creutzwald","57160","4bis","57160_1424_00004_bis","4bis Rue de Saint Louis 57150 Creutzwald","57150",0.57,"Rue de Saint Louis",969720.62,6905173.03,57150,0,,,,,"adresse géocodée ban à l'adresse","CREUTZWALD","57","44",12204,28069.2,"Électricité","Ascenseur(s)",2197,2021,,,,,,,,,,,,
"2106T0517771C","2021-10-18","2021-10-15","2021-10-15","DPE 2006 tertiaire et ERP",,"2031-10-14",1,,"dpe tertiaire bâtiment neuf",,,,,,,1970,,"1948-1974","autres tertiaires non ERP",500,,29.5,,"du Souvenir","Grasse","06069","12","06069_4860_00012","12 Chemin du Souvenir 06130 Grasse","06130",0.96,"Chemin du Souvenir",1015651.62,6290825.39,6130,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","GRASSE","06","93",,,,,,,,,,,,,,,,,,
"2274T0845263P","2022-04-21","2022-03-30","2022-03-30","DPE 2006 tertiaire et ERP",,"2032-03-29",2.1,,"dpe tertiaire facture",,,"B","A",97.1,2.7,1990,,"1989-2000","locaux d'entreprise (bureaux)",500,,311.3,,"17 Rue de Montréal","Ville-la-Grand","74305","17","74305_0305_00017","17 Rue de montréal 74100 Ville-la-Grand","74100",0.69,"Rue de montréal",952757.69,6572389.99,74100,,"Bâtiment B",,,,"adresse non géocodée ban car aucune correspondance trouvée","VILLE LA GRAND","74","84",16484,37913.2,"Électricité","périmètre de l'usage inconnu",2670.8,2019,9768,22466.4,"Électricité","périmètre de l'usage inconnu",1582.6,2020,35.5,35.5,"Propane","périmètre de l'usage inconnu",5.1,2020
"2244T1523274U","2022-07-04","2022-07-04","2022-07-04","DPE 2006 tertiaire et ERP",,"2032-07-03",2.1,,"dpe tertiaire bâtiment neuf",,,"B","A",59.6,1.7,,"5ème Catégorie","après 2021","locaux d'entreprise (bureaux)",0,291.8,100,"Électricité","ZAC des Bluchets 
Rue Thomas Edison","Blain","44015",,"44015_0825","Rue Thomas Edison 44130 Blain","44130",0.53,,342611.98,6719869.36,44130,0,,"2022.07.04.1172.FICAMEX",,,"adresse géocodée ban à l'adresse","BLAIN","44","52",2772.1,6375.8,"Électricité","Chauffage",470.7,2022,2597,5973.1,"Électricité","Eclairage",440.9,2022,875.4,2013.4,"Électricité","Refroidissement",148.6,2022
"2238T2464372Q","2022-10-20","2022-10-10","2022-10-10","DPE 2006 tertiaire et ERP",,"2032-10-09",2.2,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,1900,,"avant 1948","autres tertiaires non ERP",500,,114.6,,"23 Boulevard Gambetta","La Tour-du-Pin","38509","23","38509_0360_00023","23 Boulevard Gambetta 38110 La Tour-du-Pin","38110",0.96,"Boulevard Gambetta",890710.47,6499130.25,38110,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","LA TOUR DU PIN","38","84",,,,,,,,,,,,,,,,,,
"2213T3045017E","2022-12-14","2022-12-14","2022-11-25","DPE 2006 tertiaire et ERP",,"2032-12-13",2.2,,"dpe tertiaire facture dans un bâtiment de logement",,,"G","E",1426.5,63,,"5ème Catégorie","avant 1948","N : Restaurants et débits de boisson",0,86.5,100,,"414-416 AVENUE DE MAZARGUE","Marseille","13208","416","13208_5943_00416","416 Avenue de mazargues 13008 Marseille","13008",0.77,"Avenue de mazargues",894502.61,6242758.3,13008,0,,"22/IMO/0797",,"RDC","adresse géocodée ban à l'adresse","MARSEILLE 08","13","93",54172,124595.6,"Électricité","périmètre de l'usage inconnu",3885,2022,11134,11134,"Gaz naturel","périmètre de l'usage inconnu",393,2022,,,,,,
"2273T1160517S","2022-05-26","2022-05-26","2022-05-20","DPE 2006 tertiaire et ERP",,"2032-05-25",2.1,,"dpe tertiaire facture",,,"G","C",545.8,15.2,2013,"5ème Catégorie","2013-2021","N : Restaurants et débits de boisson",100,88.5,100,,"Résidence Kalinda
Les Boisses","Tignes","73296",,"73296_57e066","Ruelle des Boisses 73320 Tignes","73320",0.41,,1006239.87,6496048.14,73320,0,,,,"RDC","adresse géocodée ban à l'adresse","TIGNES 1800","73","84",23101,53132.3,"Électricité","périmètre de l'usage inconnu",6701,2022,,,,,,,,,,,,
"2230T0530523N","2022-03-16","2022-03-16","2022-03-16","DPE 2006 tertiaire et ERP",,"2032-03-15",2.1,,"dpe tertiaire vierge",,,,,,,2006,"5ème Catégorie","2006-2012","autres tertiaires non ERP",0,745,100,,"22 Rue étienne Velay","Bouillargues","30047","22","30047_0261_00022","22 Rue Etienne Velay 30230 Bouillargues","30230",0.49,"Rue Etienne Velay",813068.2,6302161.42,30230,0,,,,,"adresse géocodée ban à l'adresse","BOUILLARGUES","30","76",,,,,,,,,,,,,,,,,,
"2271T0325264N","2022-02-18","2022-02-18","2022-02-17","DPE 2006 tertiaire et ERP",,"2032-02-17",2.1,,"dpe tertiaire vierge",,,,,,,1947,"5ème Catégorie","avant 1948","N : Restaurants et débits de boisson",0,129.2,100,,"8 Rue Lucien Guillemaut","Louhans","71263","8","71263_0830_00008","8 Rue Lucien Guillemaut 71500 Louhans","71500",0.55,"Rue Lucien Guillemaut",869838.97,6616707.72,71500,0,,,,"Ce bien ne fait pas partie d'une copropriété","adresse géocodée ban à l'adresse","LOUHANS","71","27",,,,,,,,,,,,,,,,,,
"2160T0642120V","2021-11-06","2021-11-06","2021-11-03","DPE 2006 tertiaire et ERP",,"2031-11-05",1.1,,"dpe tertiaire facture",,,"G","C",514.7,14.3,1947,"5ème Catégorie","avant 1948","GHU : Usage sanitaire",0,41.1,100,,"2 rue Victor Hugo","Fitz-James","60234","2","60234_0086_00002","2 Rue Victor Hugo 60600 Fitz-James","60600",0.51,"Rue Victor Hugo",658640.62,6921391.77,60600,0,,,,"Ce bien ne fait pas partie d'une copropriété","adresse géocodée ban à l'adresse","FITZ-JAMES","60","32",10105.7,23243,"Électricité","périmètre de l'usage inconnu",2931.3,,,,,,,,,,,,,
"2279T1436063W","2022-06-27","2022-06-09","2021-10-19","DPE 2006 tertiaire et ERP",,"2032-06-08",2.1,,"dpe tertiaire facture",,,"C","C",127,18,1978,"1ère Catégorie","1978-1982","R : Établissements d’éveil, d’enseignement, de formation, centres de vacances, centres de loisirs sans hébergement",7,107,107,"Gaz naturel","34 Boulevard Jacques Ménard","old Thouars","old 79329","34","79329_1191_00034","34 Boulevard Jacques Ménard 79100 Thouars","79100",0.66,"Boulevard Jacques Ménard",457569.91,6657604.04,79100,,,,,,"adresse géocodée ban à l'adresse","old Thouars",,,7901.6,73.9,"Gaz naturel","Chauffage",694.5,2014,2504.8,53.8,"Électricité","Chauffage",417.6,2014,,,,,,
"2362T1066877U","2023-03-30","2023-03-30","2023-03-24","DPE 2006 tertiaire et ERP",,"2033-03-29",2.2,,"dpe tertiaire vierge",,,,,,,1990,"5ème Catégorie","1989-2000","W : Administrations, banques, bureaux",0,155,100,,"452 Rue F.Jacob / ZI des allouettes / Rdc","Liévin","62510","452","62510_1494_00452","452 Rue François Jacob 62800 Liévin","62800",0.63,"Rue François Jacob",681767.69,7036667.7,62800,0,,"SCI KOLA 2023-03-5",,,"adresse géocodée ban à l'adresse","LIEVIN","62","32",,,,,,,,,,,,,,,,,,
"2284T2365031P","2022-10-12","2022-10-12","2022-10-11","DPE 2006 tertiaire et ERP",,"2032-10-11",2.2,,"dpe tertiaire facture dans un bâtiment de logement",,,"A","A",27,0.8,,"5ème Catégorie","avant 1948","W : Administrations, banques, bureaux",0,56.3,100,,"145 Avenue du Mont Ventoux","Carpentras","84031","145","84031_1220_00145","145 Avenue du Mont-ventoux 84200 Carpentras","84200",0.73,"Avenue du Mont-ventoux",864618.78,6330709.24,84200,0,,"Pcfix22/PHAM/10449",,,"adresse géocodée ban à l'adresse","CARPENTRAS","84","93",727,1672.1,"Électricité","périmètre de l'usage inconnu",193.1,2022,,,,,,,,,,,,
"2269T1425806Z","2022-06-24","2022-06-24","2022-06-24","DPE 2006 tertiaire et ERP",,"2032-06-23",2.1,,"dpe tertiaire facture",,,"C","A",124,3.5,,"5ème Catégorie","1948-1974","autres tertiaires non ERP",0,340,100,,"62 RUE LUCETTE ET RENE DESGRAND","Villeurbanne","69266","62","69266_3491_00062","62 Rue Lucette et René Desgrand 69100 Villeurbanne","69100",0.73,"Rue Lucette et René Desgrand",847864.59,6522431.16,69100,0,,,,,"adresse géocodée ban à l'adresse","VILLEURBANNE","69","84",20169,46388.7,"Électricité","périmètre de l'usage inconnu",3544,2022,,,,,,,,,,,,
"2355T1122735X","2023-04-04","2023-03-29","2023-03-29","DPE 2006 tertiaire et ERP",,"2033-03-28",2.2,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,1948,,"avant 1948","O : Hôtels et pensions de famille",1,822.3,822.3,,"8 Avenue de la Victoire","Verdun","55545","8","55545_1460_00008","8 Avenue de la Victoire 55100 Verdun","55100",0.96,"Avenue de la Victoire",873985.97,6898353.58,55100,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","VERDUN","55","44",,,,,,,,,,,,,,,,,,
"2292T1081466A","2022-05-18","2022-05-18","2022-05-17","DPE 2006 tertiaire et ERP",,"2032-05-17",2.1,,"dpe tertiaire vierge",,,,,,,1970,"5ème Catégorie","1948-1974","W : Administrations, banques, bureaux",60,603.8,100,,"Les bureaux de la Colline
1, Rue ROYALE","Saint-Cloud","92064","1","92064_1250_00001","1 Rue Royale 92210 Saint-Cloud","92210",0.65,"Rue Royale",642628.24,6860693.66,92210,0,,,,"Bâtiment C - Etage 2","adresse géocodée ban à l'adresse","SAINT-CLOUD","92","11",,,,,,,,,,,,,,,,,,
"2247T0426683I","2022-03-03","2022-03-03","2022-03-03","DPE 2006 tertiaire et ERP",,"2032-03-02",2,,"dpe tertiaire vierge",,,,,,,1960,,"1948-1974","autres tertiaires non ERP",500,,2420,,"294 AVENUE DE BORDEAUX - BIAS","Villeneuve-sur-Lot","47323",,"47323_0650","Avenue de Bias 47300 Villeneuve-sur-Lot","47300",0.56,"Avenue de Bias",516448.21,6370710.14,47302,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","VILLENEUVE-SUR-LOT CEDEX","47","75",,,,,,,,,,,,,,,,,,
"2242T0723435R","2022-04-07","2022-04-07","2022-04-04","DPE 2006 tertiaire et ERP",,"2032-04-06",2.1,,"dpe tertiaire facture",,,"D","B",212.7,5.9,1947,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,180,100,,"119 RUE BERGSON","Saint-Étienne","42218","119","42218_1020_00119","119 Rue Bergson 42000 Saint-Étienne","42000",0.8,"Rue Bergson",808006.83,6485128,42000,0,,,,,"adresse géocodée ban à l'adresse","ST ETIENNE","42","84",18312,42117.6,"Électricité","périmètre de l'usage inconnu",2466,2021,,,,,,,,,,,,
"2352T0740447K","2023-03-07","2023-03-07","2023-03-07","DPE 2006 tertiaire et ERP",,"2033-03-06",2.2,,"dpe tertiaire facture dans un bâtiment de logement",,,"D","B",188.6,5.2,,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,99,100,,"11 avenue Marius cartier","Saint-Dizier","52448","11","52448_1351_00011","11 Avenue Marius Cartier 52100 Saint-Dizier","52100",0.59,"Avenue Marius Cartier",843456.78,6839249.89,52100,0,,"DO-COLLIN1289",,,"adresse géocodée ban à l'adresse","ST DIZIER","52","44",8934,20548.2,"Électricité","périmètre de l'usage inconnu",2591,2022,,,,,,,,,,,,
"2275T3104666T","2022-12-20","2022-12-20","2022-12-07","DPE 2006 tertiaire et ERP",,"2032-12-19",2.2,,"dpe tertiaire facture",,,"C","B",192.1,10.3,2006,,"2006-2012","locaux d'entreprise (bureaux)",500,,673.8,,"Monceau","Paris","75108","32","75108_6419_00032","32 Rue de Monceau 75008 Paris","75008",0.51,"Rue de Monceau",649352.45,6864336.71,75008,9,"Bâtiment - Centre",,,,"adresse non géocodée ban car aucune correspondance trouvée","PARIS - 8EME","75","11",48472,111485.6,"Électricité","périmètre de l'usage inconnu",7770.3,2022,47670,109641,"Électricité","périmètre de l'usage inconnu",7641.7,2020,38847,89348.1,"Électricité","périmètre de l'usage inconnu",6227.4,2021
"2217T0935654Z","2022-05-02","2022-05-02","2022-05-02","DPE 2006 tertiaire et ERP",,"2032-05-01",2.1,,"dpe tertiaire facture",,,"D","B",238.7,6.6,2000,,"1989-2000","locaux d'entreprise (bureaux)",500,,44.8,,"Theophraste Renaudot","La Rochelle","17300","44","17300_7940_00044","44 Rue Theophraste Renaudot 17000 La Rochelle","17000",0.88,"Rue Theophraste Renaudot",378987.14,6570550.67,17000,,,,,,"adresse géocodée ban à l'adresse","LA ROCHELLE","17","75",4649,10692.7,"Électricité","périmètre de l'usage inconnu",827.5,2022,,,,,,,,,,,,
"2231T0934945G","2022-05-02","2022-05-02","2022-04-20","DPE 2006 tertiaire et ERP",,"2032-05-01",2.1,,"dpe tertiaire vierge",,,,,,,1949,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,15.5,100,,"22 rue Polinaires","Toulouse","31555","22","31555_6984_00022","22 Rue des Polinaires 31000 Toulouse","31000",0.76,"Rue des Polinaires",574264.72,6278882.68,31000,0,,,,"RDC gauche","adresse géocodée ban à l'adresse","TOULOUSE","31","76",,,,,,,,,,,,,,,,,,
"2278T3027094I","2022-12-13","2022-12-07","2022-12-07","DPE 2006 tertiaire et ERP",,"2032-12-06",2.2,,"dpe tertiaire facture",,,"F","F",387.5,73.7,1951,,"1948-1974","autres tertiaires non ERP",500,,200,,"Théodore de Bèze","Poissy","78498","23","78498_1820_00023","23 Avenue Théodore de Bèze 78300 Poissy","78300",0.87,"Avenue Théodore de Bèze",629339.17,6869613.5,78300,0,,,,,"adresse géocodée ban à l'adresse","POISSY","78","11",63148,63148,"Gaz naturel","périmètre de l'usage inconnu",4307.4,2022,6237,14345.1,"Électricité","périmètre de l'usage inconnu",1075.4,2022,,,,,,
"2383T1587476Q","2023-05-13","2023-04-20","2023-04-20","DPE 2006 tertiaire et ERP",,"2033-04-19",2.2,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,2008,,"2006-2012","W : Administrations, banques, bureaux",3,850,47.3,,"561 Route de Trets","Pourrières","83097","561","83097_0690_00561","561 Route de Trets 83910 Pourrières","83910",0.96,"Route de Trets",920967.59,6270232.11,83910,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","POURRIERES","83","93",,,,,,,,,,,,,,,,,,
"2217T0753184X","2022-04-11","2022-04-08","2022-04-08","DPE 2006 tertiaire et ERP",,"2032-04-07",2.1,,"dpe tertiaire vierge",,,,,,,1949,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",500,,55.5,,"du Centre","Saint-Savinien","17397","1","17397_0120_00001","1 Rue du Centre 17350 Saint-Savinien","17350",0.96,"Rue du Centre",414569.68,6537769.42,17350,0,"Immeuble","Sans objet","Sans objet","Sans objet","adresse géocodée ban à l'adresse","SAINT-SAVINIEN","17","75",,,,,,,,,,,,,,,,,,
"2208T0499485X","2022-03-12","2022-03-12","2022-03-12","DPE 2006 tertiaire et ERP",,"2032-03-11",2,,"dpe tertiaire vierge",,,,,,,1947,,"avant 1948","autres tertiaires non ERP",0,,116.7,,"1, rue d'Arches et 2, rue Monge - Rez-de-chaussée","Charleville-Mézières","08105",,"08105_2650","Rue Monge 08000 Charleville-Mézières","08000",0.46,"Rue Monge",823819.58,6963759.62,8000,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","Charleville-Mézières","08","44",,,,,,,,,,,,,,,,,,
"2321T1543882O","2023-05-10","2023-05-10","2023-05-10","DPE 2006 tertiaire et ERP",,"2033-05-09",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"B","A",76.3,2.1,1900,,"avant 1948","autres tertiaires non ERP",500,,99,"Électricité","4 route d'Autun","Pommard","21492","4","21492_0051_00004","4 Route d'Autun 21630 Pommard","21630",0.95,"Route d'Autun",836490.68,6657954.75,21630,0,"RDC- (local location vélos)",,,,"adresse géocodée ban à l'adresse","POMMARD","21","27",3283,7550.9,"Électricité","Chauffage",620.2,2023,,,,,,,,,,,,
"2342T1174866L","2023-04-07","2023-04-07","2023-04-06","DPE 2006 tertiaire et ERP",,"2033-04-06",2.2,,"dpe tertiaire facture",,,"D","D",262.8,30.4,,"5ème Catégorie","1983-1988","locaux d'entreprise (bureaux)",0,205,100,,"4 Place d'armes","Saint-Chamond","42207","4","42207_0130_00004","4 Place d'armes 42400 Saint-Chamond","42400",0.96,"Place d'armes",819220.7,6488096.57,42400,0,,"002AC182901",,,"adresse non géocodée ban car aucune correspondance trouvée","SAINT-CHAMOND","42","84",14376,33064.8,"Électricité","périmètre de l'usage inconnu",4170,2022,26191.9,26191.9,"Gaz naturel","périmètre de l'usage inconnu",2913,2022,,,,,,
"2356T1322570X","2023-04-20","2023-04-20","2023-04-20","DPE 2006 tertiaire et ERP",,"2033-04-19",2.2,,"dpe tertiaire vierge",,,,,,,2022,,"après 2021","locaux d'entreprise (bureaux)",500,,75,,"rue de la villeneuve Parco","Hennebont","56083","4","56083_daa04h_00004","4 Rue de la Villeneuve Parco 56700 Hennebont","56700",0.64,"Rue de la Villeneuve Parco",230756.25,6762007.86,56700,,"LONGERE Cellule 4",,,,"adresse non géocodée ban car aucune correspondance trouvée","HENNEBONT","56","53",,,,,,,,,,,,,,,,,,
"2360T1425781S","2023-04-28","2023-04-28","2023-04-26","DPE 2006 tertiaire et ERP",,"2033-04-27",2.2,,"dpe tertiaire facture",,,"F","D",487.2,28.2,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",50,295,100,,"10, Grande rue","Fleury","60239","10","60239_0025_00010","10 Grande Rue 60240 Fleury","60240",0.48,"Grande Rue",624906,6905174.23,60240,0,,"236004044",,,"adresse géocodée ban à l'adresse","FLEURY","60","32",60287,138660.1,"Électricité","périmètre de l'usage inconnu",10496,2019,19444.2,19444.2,"Propane","périmètre de l'usage inconnu",2217,2022,,,,,,
"2380T0192282F","2023-01-20","2023-01-17","2023-01-17","DPE 2006 tertiaire et ERP",,"2033-01-16",2.2,,"dpe tertiaire facture dans un bâtiment de logement",,,"C","D",203,47.5,1980,,"1978-1982","W : Administrations, banques, bureaux",3,86.8,78.9,,"2 rue du Cloître de la Barge -  Appartement n°207","Amiens","80021","2","80021_1890_00002","2 Rue du Cloitre de la Barge 80000 Amiens","80000",0.61,"Rue du Cloitre de la Barge",649637.375,6977438,80000,,,,,,"adresse géocodée ban à l'adresse","AMIENS","80","32",30072.3,30072.3,"Gaz naturel","périmètre de l'usage inconnu",1427.8,,17245.4,17245.4,"Gaz naturel","périmètre de l'usage inconnu",818.8,,11338.5,11338.5,"Gaz naturel","périmètre de l'usage inconnu",538.3,
"2177T0255913J","2021-09-02","2021-09-02","2021-09-02","DPE 2006 tertiaire et ERP",,"2031-09-01",1,,"dpe tertiaire vierge",,,"A","A",0.1,0.1,1983,"5ème Catégorie","1983-1988","autres tertiaires non ERP",,278.9,100,,"11 rue Denis Papin","Roissy-en-Brie","77390","11","77390_0277_00011","11 Rue Denis Papin 77680 Roissy-en-Brie","77680",0.62,"Rue Denis Papin",672832.42,6855664.48,77680,0,,,,,"adresse géocodée ban à l'adresse","ROISSY EN BRIE","77","11",0.1,0.1,"Électricité","périmètre de l'usage inconnu",0.1,0,,,,,,,,,,,,
"2229T2225499W","2022-09-28","2022-09-28","2022-09-28","DPE 2006 tertiaire et ERP",,"2032-09-27",2.2,,"dpe tertiaire facture",,,"D","B",173.9,4.8,2001,"5ème Catégorie","2001-2005","R : Établissements d’éveil, d’enseignement, de formation, centres de vacances, centres de loisirs sans hébergement",0,59.1,100,,"Rue Charles le goff","Carhaix-Plouguer","29024",,"29024_0200","Rue Charles le Goff 29270 Carhaix-Plouguer","29270",0.57,,212236.17,6817693.45,29270,0,,"CN22 09 0664",,,"adresse géocodée ban à l'adresse","CARHAIX PLOUGUER","29","53",4912,11297.6,"Électricité","périmètre de l'usage inconnu",1035.7,2022,,,,,,,,,,,,
