Domaine,Zone,Élément,Produit,Année,Édition,Unité,Valeur
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","États-Unis d'Amérique","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","15.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Éthiopie","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","19.81"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Éthiopie","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.47"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Éthiopie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","68.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Éthiopie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","65.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Éthiopie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","66.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Éthiopie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","67.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Éthiopie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","70.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Éthiopie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","71.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Éthiopie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","68.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Éthiopie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","71.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fédération de Russie","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","17.43"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fédération de Russie","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.68"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fédération de Russie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","4.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fédération de Russie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","4.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fédération de Russie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","3.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fédération de Russie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","3.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fédération de Russie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fédération de Russie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","2.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fédération de Russie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fédération de Russie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","1.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fidji","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","1.03"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fidji","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.09"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fidji","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fidji","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fidji","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fidji","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","0.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fidji","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fidji","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fidji","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Fidji","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","0.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Finlande","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","0.51"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Finlande","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.59"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Finlande","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Finlande","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Finlande","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Finlande","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Finlande","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Finlande","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Finlande","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Finlande","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","France","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","0.45"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","France","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.56"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","France","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","1.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","France","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","1.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","France","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","2.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","France","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","1.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","France","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","2.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","France","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","France","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","France","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Gabon","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","323.94"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Gabon","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.08"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Gabon","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Gabon","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Gabon","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Gabon","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","0.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Gabon","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Gabon","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Gabon","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Gabon","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","0.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Gambie","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","16.68"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Gambie","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.08"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Gambie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Gambie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Gambie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Gambie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","1.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Gambie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","1.1"
